date,market,department,sales,gross,labor
2025-02-17,m2,seafood,788.94,243.11,93.39
2025-02-17,m2,deli,2483.55,1124.5,450.9
2025-02-17,m2,bakery,1747.4,898.87,272.97
2025-02-17,m2,grocery,10398.45,2292.39,608.35
2025-02-17,m2,dairy,3190.1,768.82,158.89
2025-02-17,m2,frozen,2336.12,615.36,113.11
2025-02-17,m2,floral,513.48,239.55,72.97
2025-02-17,m2,hba,1768.67,659.46,119.54
2025-02-17,m3,produce,5567.43,1923.32,653.82
2025-02-17,m3,meat,4446.47,1212.89,471.8
2025-02-17,m3,seafood,1107.72,325.77,136.75
2025-02-17,m3,deli,3287.46,1448.91,573.32
2025-02-17,m3,bakery,2288.77,1142.89,353.57
2025-02-17,m3,grocery,14871.39,3343.49,865.87
2025-02-17,m3,dairy,4359.6,1042.05,221.64
2025-02-17,m3,frozen,3032.94,823.99,156.97
2025-02-17,m3,floral,697.09,334.65,99.04
2025-02-17,m3,hba,2341.83,863.6,159.24
2025-02-17,m4,produce,3097.68,1077.63,380.87
2025-02-17,m4,meat,2670.93,766.27,302.72
2025-02-17,m4,seafood,670.34,202.02,81.97
2025-02-17,m4,deli,1976.24,909.64,354.48
2025-02-17,m4,bakery,1415.91,716.94,222.87
2025-02-17,m4,grocery,8755.98,1962.14,511.7
2025-02-17,m4,dairy,2665.55,655.08,135.76
2025-02-17,m4,frozen,1843.0,509.88,89.82
2025-02-17,m4,floral,423.52,201.99,61.41
2025-02-17,m4,hba,1420.25,551.69,97.62
2025-02-17,m5,produce,4451.96,1538.73,552.03
2025-02-17,m5,meat,3687.08,1046.16,396.4
2025-02-17,m5,seafood,912.79,281.93,110.0
2025-02-17,m5,deli,2875.88,1261.26,501.31
2025-02-17,m5,bakery,1934.07,956.94,308.24
2025-02-17,m5,grocery,11459.8,2522.07,685.51
2025-02-17,m5,dairy,3552.25,862.49,181.16
2025-02-17,m5,frozen,2481.95,680.02,127.63
2025-02-17,m5,floral,564.97,263.22,76.66
2025-02-17,m5,hba,2061.55,775.26,147.18
2025-02-17,m6,produce,4850.96,1653.85,584.37
2025-02-17,m6,meat,3893.07,1119.49,415.91
2025-02-17,m6,seafood,1041.88,318.97,121.73
2025-02-17,m6,deli,2882.63,1266.09,510.33
2025-02-17,m6,bakery,2089.37,1037.84,323.0
2025-02-17,m6,grocery,13329.51,2963.7,777.6
2025-02-17,m6,dairy,4043.01,953.83,194.62
2025-02-17,m6,frozen,2824.8,749.71,143.46
2025-02-17,m6,floral,652.19,318.9,92.34
2025-02-17,m6,hba,2234.65,869.39,155.06
2025-02-18,m1,produce,4125.75,1405.23,475.47
2025-02-18,m1,meat,3518.5,1000.97,400.31
2025-02-18,m1,seafood,949.4,280.35,110.2
2025-02-18,m1,deli,2623.3,1215.14,466.04
2025-02-18,m1,bakery,1747.23,882.47,273.31
2025-02-18,m1,grocery,11853.77,2654.29,730.03
2025-02-18,m1,dairy,3485.72,819.86,173.11
2025-02-18,m1,frozen,2328.59,622.2,117.01
2025-02-18,m1,floral,524.03,247.11,73.61
2025-02-18,m1,hba,2007.32,745.43,137.29
2025-02-18,m2,produce,3524.14,1209.29,419.59
2025-02-18,m2,meat,2857.91,794.89,313.33
2025-02-18,m2,seafood,781.77,238.97,94.94
2025-02-18,m2,deli,2217.96,972.17,390.24
2025-02-18,m2,bakery,1501.91,755.41,249.59
2025-02-18,m2,grocery,9318.28,2054.47,581.04
2025-02-18,m2,dairy,3172.05,746.28,164.43
2025-02-18,m2,frozen,2080.7,578.02,105.67
2025-02-18,m2,floral,467.87,230.94,66.52
2025-02-18,m2,hba,1607.03,615.63,115.95
2025-02-18,m3,produce,4749.27,1697.31,569.1
2025-02-18,m3,meat,3874.02,1091.79,429.04
2025-02-18,m3,seafood,1092.67,330.57,128.31
2025-02-18,m3,deli,3067.2,1420.69,540.29
2025-02-18,m3,bakery,2097.26,1073.6,330.43
2025-02-18,m3,grocery,13442.27,3002.95,814.26
2025-02-18,m3,dairy,3963.81,944.15,194.97
2025-02-18,m3,frozen,2690.14,713.45,129.53
2025-02-18,m3,floral,648.28,313.0,94.0
2025-02-18,m3,hba,2264.26,851.57,155.68
2025-02-18,m4,produce,2986.74,1061.7,359.01
2025-02-18,m4,meat,2512.14,709.65,271.66
2025-02-18,m4,seafood,640.96,196.29,75.88
2025-02-18,m4,deli,1803.1,813.31,335.12
2025-02-18,m4,bakery,1282.73,631.68,208.31
2025-02-18,m4,grocery,8167.54,1808.51,485.41
2025-02-18,m4,dairy,2478.81,592.86,119.04
2025-02-18,m4,frozen,1759.32,462.76,85.8
2025-02-18,m4,floral,383.66,180.2,52.44
2025-02-18,m4,hba,1291.09,493.34,92.77
2025-02-18,m5,produce,4168.61,1435.93,483.35
2025-02-18,m5,meat,3327.14,921.06,372.48
2025-02-18,m5,seafood,890.09,261.84,104.67
2025-02-18,m5,deli,2457.89,1102.62,447.22
2025-02-18,m5,bakery,1673.52,850.88,258.77
2025-02-18,m5,grocery,11358.99,2483.72,663.42
2025-02-18,m5,dairy,3405.11,817.49,173.46
2025-02-18,m5,frozen,2362.43,650.09,120.9
2025-02-18,m5,floral,489.11,233.1,70.41
2025-02-18,m5,hba,1874.06,730.15,132.18
2025-02-18,m6,produce,4263.34,1512.46,501.67
2025-02-18,m6,meat,3583.38,1000.55,390.23
2025-02-18,m6,seafood,1020.23,298.21,118.87
2025-02-18,m6,deli,2767.67,1219.65,485.81
2025-02-18,m6,bakery,1800.65,900.36,293.3
2025-02-18,m6,grocery,11977.92,2702.45,743.99
2025-02-18,m6,dairy,3963.85,944.08,198.03
2025-02-18,m6,frozen,2580.75,700.49,128.1
2025-02-18,m6,floral,541.67,266.58,75.14
2025-02-18,m6,hba,2032.31,758.11,141.54
2025-02-19,m1,produce,4513.77,1618.98,551.28
2025-02-19,m1,meat,3809.42,1065.91,425.36
2025-02-19,m1,seafood,1225.43,370.96,152.07
2025-02-19,m1,deli,2952.35,1308.02,511.63
2025-02-19,m1,bakery,2045.1,1030.58,331.83
2025-02-19,m1,grocery,12612.99,2799.05,742.33
2025-02-19,m1,dairy,3888.53,943.39,190.6
2025-02-19,m1,frozen,2671.01,740.72,137.2
2025-02-19,m1,floral,628.77,306.72,89.04
2025-02-19,m1,hba,2170.0,819.54,152.95
2025-02-19,m2,produce,4090.67,1433.33,478.66
2025-02-19,m2,meat,3209.98,916.58,346.12
2025-02-19,m2,seafood,1001.34,308.83,121.68
2025-02-19,m2,deli,2422.98,1077.78,433.05
2025-02-19,m2,bakery,1749.0,886.44,270.64
2025-02-19,m2,grocery,10656.6,2383.37,631.44
2025-02-19,m2,dairy,3201.41,779.81,165.58
2025-02-19,m2,frozen,2224.48,593.69,115.56
2025-02-19,m2,floral,579.63,269.9,78.36
2025-02-19,m2,hba,1805.44,687.1,127.94
2025-02-19,m3,produce,5445.07,1868.11,646.86
2025-02-19,m3,meat,4465.94,1227.81,478.75
2025-02-19,m3,seafood,1444.08,431.94,177.65
2025-02-19,m3,deli,3212.75,1407.48,563.62
2025-02-19,m3,bakery,2339.56,1152.89,386.38
2025-02-19,m3,grocery,14094.32,3124.35,854.08
2025-02-19,m3,dairy,4657.27,1095.35,229.01
2025-02-19,m3,frozen,3003.43,800.06,148.28
2025-02-19,m3,floral,766.66,367.51,108.82
2025-02-19,m3,hba,2300.0,850.98,164.24
2025-02-19,m4,produce,3079.3,1083.09,383.93
2025-02-19,m4,meat,2556.63,716.82,270.14
2025-02-19,m4,seafood,849.94,262.43,104.13
2025-02-19,m4,deli,2106.31,946.32,374.19
2025-02-19,m4,bakery,1378.31,683.81,227.41
2025-02-19,m4,grocery,9090.55,2037.94,564.68
2025-02-19,m4,dairy,2779.28,662.16,134.04
2025-02-19,m4,frozen,1824.16,487.51,88.29
2025-02-19,m4,floral,460.71,223.77,65.66
2025-02-19,m4,hba,1514.78,563.15,106.9
2025-02-19,m5,produce,4557.86,1574.14,555.66
2025-02-19,m5,meat,3729.38,1035.98,414.12
2025-02-19,m5,seafood,1159.87,347.44,138.22
2025-02-19,m5,deli,2654.64,1229.44,495.33
2025-02-19,m5,bakery,1942.75,943.2,307.36
2025-02-19,m5,grocery,11216.55,2513.18,663.6
2025-02-19,m5,dairy,3689.96,891.26,183.02
2025-02-19,m5,frozen,2540.09,668.6,126.27
2025-02-19,m5,floral,655.05,322.55,95.28
2025-02-19,m5,hba,2049.67,797.81,146.17
2025-02-19,m6,produce,4758.21,1634.91,554.69
2025-02-19,m6,meat,4004.07,1125.98,453.02
2025-02-19,m6,seafood,1262.5,370.29,155.1
2025-02-19,m6,deli,2968.43,1349.66,536.4
2025-02-19,m6,bakery,2160.19,1058.58,344.15
2025-02-19,m6,grocery,12488.05,2774.18,733.75
2025-02-19,m6,dairy,3982.95,970.43,201.69
2025-02-19,m6,frozen,2662.22,715.99,135.41
2025-02-19,m6,floral,670.47,330.11,96.89
2025-02-19,m6,hba,2245.56,839.0,154.14
2025-02-20,m1,produce,5035.69,1804.53,586.06
2025-02-20,m1,meat,4400.57,1234.71,492.79
2025-02-20,m1,seafood,1498.38,454.69,185.16
2025-02-20,m1,deli,3259.65,1490.29,591.46
2025-02-20,m1,bakery,2194.43,1089.12,357.22
2025-02-20,m1,grocery,12660.65,2765.56,768.27
2025-02-20,m1,dairy,3930.1,963.38,201.35
2025-02-20,m1,frozen,2785.16,734.65,134.66
2025-02-20,m1,floral,806.71,392.81,116.89
2025-02-20,m1,hba,2134.11,792.28,147.81
2025-02-20,m2,produce,4442.1,1597.09,536.33
2025-02-20,m2,meat,3688.44,1005.62,406.88
2025-02-20,m2,seafood,1374.11,424.1,162.51
2025-02-20,m2,deli,2620.17,1191.76,482.82
2025-02-20,m2,bakery,1842.42,926.83,288.23
2025-02-20,m2,grocery,10403.37,2294.0,622.23
2025-02-20,m2,dairy,3202.07,788.92,164.42
2025-02-20,m2,frozen,2434.65,655.61,122.72
2025-02-20,m2,floral,689.76,334.37,98.89
2025-02-20,m2,hba,1806.62,690.59,124.53
2025-02-20,m3,produce,6089.43,2083.15,759.78
2025-02-20,m3,meat,5360.42,1498.96,605.15
2025-02-20,m3,seafood,1795.83,545.35,213.37
2025-02-20,m3,deli,3766.34,1677.89,695.72
2025-02-20,m3,bakery,2415.78,1224.75,396.12
2025-02-20,m3,grocery,14509.11,3106.31,896.0
2025-02-20,m3,dairy,4347.63,1042.65,215.5
2025-02-20,m3,frozen,3453.55,941.37,177.49
2025-02-20,m3,floral,1014.97,488.59,140.25
2025-02-20,m3,hba,2438.25,953.79,174.2
2025-02-20,m4,produce,3494.86,1225.25,412.1
2025-02-20,m4,meat,3259.62,896.0,368.78
2025-02-20,m4,seafood,1082.04,317.42,132.47
2025-02-20,m4,deli,2204.9,1010.37,407.99
2025-02-20,m4,bakery,1546.03,771.05,240.71
2025-02-20,m4,grocery,8344.32,1857.33,492.29
2025-02-20,m4,dairy,2637.03,622.18,134.47
2025-02-20,m4,frozen,2052.22,537.78,104.47
2025-02-20,m4,floral,593.35,287.85,86.32
2025-02-20,m4,hba,1406.82,549.04,97.9
2025-02-20,m5,produce,4959.1,1780.05,575.86
2025-02-20,m5,meat,4544.29,1247.94,481.98
2025-02-20,m5,seafood,1555.53,470.86,188.06
2025-02-20,m5,deli,3107.94,1409.23,555.13
2025-02-20,m5,bakery,1959.34,964.44,313.21
2025-02-20,m5,grocery,11971.19,2705.49,727.05
2025-02-20,m5,dairy,3664.38,889.57,187.55
2025-02-20,m5,frozen,2764.26,758.79,142.25
2025-02-20,m5,floral,811.22,384.14,114.96
2025-02-20,m5,hba,1952.74,725.12,132.13
2025-02-20,m6,produce,5294.32,1871.78,635.81
2025-02-20,m6,meat,4566.55,1284.23,505.24
2025-02-20,m6,seafood,1603.37,488.09,196.93
2025-02-20,m6,deli,3176.34,1428.0,578.36
2025-02-20,m6,bakery,2256.37,1133.02,349.45
2025-02-20,m6,grocery,12420.29,2799.5,762.82
2025-02-20,m6,dairy,3971.98,971.17,190.97
2025-02-20,m6,frozen,3024.42,818.38,155.0
2025-02-20,m6,floral,882.33,424.0,124.36
2025-02-20,m6,hba,2234.07,863.72,151.68
2025-02-21,m1,produce,6900.46,2482.64,854.39
2025-02-21,m1,meat,6631.62,1867.9,710.8
2025-02-21,m1,seafood,2416.8,738.11,281.27
2025-02-21,m1,deli,3703.08,1637.01,648.49
2025-02-21,m1,bakery,2721.0,1389.19,419.16
2025-02-21,m1,grocery,14956.56,3291.66,887.6
2025-02-21,m1,dairy,4526.85,1081.43,234.4
2025-02-21,m1,frozen,3349.11,893.44,173.43
2025-02-21,m1,floral,1083.74,529.02,153.66
2025-02-21,m1,hba,2390.4,912.55,169.94
2025-02-21,m2,produce,5733.64,2065.29,679.9
2025-02-21,m2,meat,5845.07,1608.13,622.33
2025-02-21,m2,seafood,2108.43,622.55,246.7
2025-02-21,m2,deli,3203.48,1470.34,597.73
2025-02-21,m2,bakery,2321.96,1141.2,367.32
2025-02-21,m2,grocery,11680.21,2588.5,676.95
2025-02-21,m2,dairy,3736.94,890.5,192.88
2025-02-21,m2,frozen,2966.59,780.95,145.41
2025-02-21,m2,floral,912.53,443.13,128.12
2025-02-21,m2,hba,1955.36,753.41,142.3
2025-02-21,m3,produce,7892.05,2711.28,937.36
2025-02-21,m3,meat,8001.87,2283.61,887.6
2025-02-21,m3,seafood,2741.99,805.49,342.0
2025-02-21,m3,deli,4393.35,1920.77,797.36
2025-02-21,m3,bakery,2978.33,1455.63,461.67
2025-02-21,m3,grocery,16491.75,3533.7,1000.6
2025-02-21,m3,dairy,5111.76,1214.57,250.95
2025-02-21,m3,frozen,4203.68,1116.32,201.94
2025-02-21,m3,floral,1228.6,606.32,170.33
2025-02-21,m3,hba,2655.0,1034.67,181.03
2025-02-21,m4,produce,4818.71,1666.97,593.11
2025-02-21,m4,meat,4790.29,1343.61,535.38
2025-02-21,m4,seafood,1744.03,524.83,211.08
2025-02-21,m4,deli,2798.84,1234.6,521.79
2025-02-21,m4,bakery,1871.96,927.29,305.3
2025-02-21,m4,grocery,10457.68,2305.06,632.21
2025-02-21,m4,dairy,3265.08,782.53,158.39
2025-02-21,m4,frozen,2346.7,634.12,114.1
2025-02-21,m4,floral,728.86,347.31,103.96
2025-02-21,m4,hba,1607.32,619.04,116.78
2025-02-21,m5,produce,6526.36,2249.84,789.97
2025-02-21,m5,meat,6642.44,1824.52,759.09
2025-02-21,m5,seafood,2351.61,705.58,277.13
2025-02-21,m5,deli,3627.15,1675.47,672.81
2025-02-21,m5,bakery,2649.56,1309.3,436.07
2025-02-21,m5,grocery,14164.71,3098.76,837.15
2025-02-21,m5,dairy,4106.01,960.58,209.08
2025-02-21,m5,frozen,3498.06,925.5,168.71
2025-02-21,m5,floral,1052.57,506.87,147.28
2025-02-21,m5,hba,2368.94,925.16,164.82
2025-02-21,m6,produce,7072.84,2509.78,847.36
2025-02-21,m6,meat,7203.7,2077.3,817.01
2025-02-21,m6,seafood,2573.77,767.75,311.73
2025-02-21,m6,deli,4204.04,1919.73,769.69
2025-02-21,m6,bakery,2896.82,1470.11,454.01
2025-02-21,m6,grocery,15343.33,3466.85,944.41
2025-02-21,m6,dairy,4912.15,1180.9,247.75
2025-02-21,m6,frozen,3741.35,1038.33,189.68
2025-02-21,m6,floral,1179.1,566.77,161.44
2025-02-21,m6,hba,2416.59,937.01,169.35
2025-02-22,m1,produce,9672.75,3369.77,1149.5
2025-02-22,m1,meat,9018.1,2466.47,1024.85
2025-02-22,m1,seafood,2929.37,880.87,359.02
2025-02-22,m1,deli,4623.58,2055.54,818.5
2025-02-22,m1,bakery,3852.21,1953.61,619.75
2025-02-22,m1,grocery,16642.08,3618.38,1033.12
2025-02-22,m1,dairy,5485.52,1342.25,264.08
2025-02-22,m1,frozen,4390.4,1193.78,219.31
2025-02-22,m1,floral,1302.93,629.74,179.91
2025-02-22,m1,hba,2842.23,1047.98,205.17
2025-02-22,m2,produce,7619.05,2643.39,885.13
2025-02-22,m2,meat,7757.59,2118.01,854.31
2025-02-22,m2,seafood,2465.43,722.94,295.55
2025-02-22,m2,deli,3945.48,1792.15,694.62
2025-02-22,m2,bakery,3335.83,1647.83,530.67
2025-02-22,m2,grocery,14094.41,3158.73,819.19
2025-02-22,m2,dairy,4568.73,1118.82,222.26
2025-02-22,m2,frozen,3690.89,992.59,182.47
2025-02-22,m2,floral,1165.34,549.24,159.1
2025-02-22,m2,hba,2339.0,883.2,166.92
2025-02-22,m3,produce,11068.87,3795.15,1296.28
2025-02-22,m3,meat,10482.17,2964.11,1131.44
2025-02-22,m3,seafood,3427.97,1031.48,421.22
2025-02-22,m3,deli,5646.86,2514.39,1037.93
2025-02-22,m3,bakery,4735.03,2367.78,783.28
2025-02-22,m3,grocery,20370.5,4451.62,1184.07
2025-02-22,m3,dairy,5975.55,1392.93,290.54
2025-02-22,m3,frozen,5067.68,1390.22,248.04
2025-02-22,m3,floral,1547.41,735.72,224.89
2025-02-22,m3,hba,3395.78,1285.31,233.7
2025-02-22,m4,produce,6468.7,2299.49,760.58
2025-02-22,m4,meat,6171.51,1729.19,665.26
2025-02-22,m4,seafood,2159.28,661.94,269.36
2025-02-22,m4,deli,3280.08,1504.43,576.17
2025-02-22,m4,bakery,2833.52,1443.11,460.66
2025-02-22,m4,grocery,11990.96,2587.55,747.81
2025-02-22,m4,dairy,3820.26,924.26,186.88
2025-02-22,m4,frozen,2971.25,780.02,154.39
2025-02-22,m4,floral,965.11,461.2,136.37
2025-02-22,m4,hba,1936.47,716.03,134.55
2025-02-22,m5,produce,8621.16,3041.54,1012.31
2025-02-22,m5,meat,8535.0,2386.82,939.59
2025-02-22,m5,seafood,2895.39,858.42,341.03
2025-02-22,m5,deli,4466.7,1992.05,798.74
2025-02-22,m5,bakery,3699.83,1799.7,570.23
2025-02-22,m5,grocery,15540.99,3469.23,910.97
2025-02-22,m5,dairy,5123.43,1259.76,247.99
2025-02-22,m5,frozen,4054.41,1124.14,200.51
2025-02-22,m5,floral,1231.33,576.74,165.68
2025-02-22,m5,hba,2754.34,1069.38,190.2
2025-02-22,m6,produce,9951.18,3453.95,1220.78
2025-02-22,m6,meat,9618.21,2672.35,1070.72
2025-02-22,m6,seafood,3063.3,912.6,378.98
2025-02-22,m6,deli,4861.13,2219.35,848.43
2025-02-22,m6,bakery,4200.36,2152.12,680.36
2025-02-22,m6,grocery,17425.58,3880.7,1081.12
2025-02-22,m6,dairy,5437.2,1308.57,268.44
2025-02-22,m6,frozen,4731.28,1314.98,230.92
2025-02-22,m6,floral,1418.75,662.36,193.73
2025-02-22,m6,hba,3043.88,1139.5,219.5
2025-02-23,m1,produce,7839.08,2810.65,976.45
2025-02-23,m1,meat,6725.3,1877.26,752.65
2025-02-23,m1,seafood,2001.92,585.0,238.67
2025-02-23,m1,deli,4011.71,1805.69,694.49
2025-02-23,m1,bakery,3459.15,1749.99,537.03
2025-02-23,m1,grocery,14531.1,3209.53,892.4
2025-02-23,m1,dairy,4900.45,1193.09,243.01
2025-02-23,m1,frozen,3590.45,990.96,186.29
2025-02-23,m1,floral,929.3,452.77,128.9
2025-02-23,m1,hba,2635.51,995.54,181.11
2025-02-23,m2,produce,6232.43,2136.85,731.01
2025-02-23,m2,meat,5607.52,1605.82,631.17
2025-02-23,m2,seafood,1627.19,494.24,195.65
2025-02-23,m2,deli,3204.69,1417.91,586.45
2025-02-23,m2,bakery,2926.6,1434.42,451.23
2025-02-23,m2,grocery,12600.87,2695.53,734.77
2025-02-23,m2,dairy,4242.94,1044.41,208.25
2025-02-23,m2,frozen,3083.63,839.69,151.09
2025-02-23,m2,floral,843.67,405.8,113.4
2025-02-23,m2,hba,2146.06,820.65,148.65
2025-02-23,m3,produce,8344.32,2956.51,1005.27
2025-02-23,m3,meat,7605.51,2117.83,844.07
2025-02-23,m3,seafood,2172.57,634.46,267.3
2025-02-23,m3,deli,4565.97,2020.08,852.46
2025-02-23,m3,bakery,3811.64,1959.75,611.69
2025-02-23,m3,grocery,18344.68,4103.19,1125.38
2025-02-23,m3,dairy,5310.8,1293.39,263.03
2025-02-23,m3,frozen,4116.51,1136.13,208.04
2025-02-23,m3,floral,1111.3,543.57,152.11
2025-02-23,m3,hba,2880.3,1099.88,206.58
2025-02-23,m4,produce,5434.07,1862.63,638.09
2025-02-23,m4,meat,4631.34,1286.56,525.84
2025-02-23,m4,seafood,1291.35,380.0,151.06
2025-02-23,m4,deli,2789.63,1231.9,501.75
2025-02-23,m4,bakery,2452.65,1237.18,377.39
2025-02-23,m4,grocery,10296.95,2221.53,612.59
2025-02-23,m4,dairy,3401.38,795.24,164.25
2025-02-23,m4,frozen,2404.87,665.26,124.77
2025-02-23,m4,floral,646.11,310.63,92.1
2025-02-23,m4,hba,1850.0,707.36,128.23
2025-02-23,m5,produce,6848.16,2443.82,839.1
2025-02-23,m5,meat,6235.12,1698.04,672.05
2025-02-23,m5,seafood,1750.7,513.95,212.23
2025-02-23,m5,deli,3475.79,1607.87,648.55
2025-02-23,m5,bakery,3125.84,1585.06,493.67
2025-02-23,m5,grocery,14761.94,3189.62,884.33
2025-02-23,m5,dairy,4595.62,1099.27,223.59
2025-02-23,m5,frozen,3292.73,870.61,158.79
2025-02-23,m5,floral,930.92,450.26,126.4
2025-02-23,m5,hba,2514.83,932.86,173.18
2025-02-23,m6,produce,7959.22,2841.97,927.74
2025-02-23,m6,meat,7073.29,1923.96,773.53
2025-02-23,m6,seafood,1947.86,589.81,228.62
2025-02-23,m6,deli,4191.16,1872.98,777.6
2025-02-23,m6,bakery,3712.54,1813.1,578.3
2025-02-23,m6,grocery,15361.05,3298.68,955.27
2025-02-23,m6,dairy,4975.62,1202.44,241.19
2025-02-23,m6,frozen,3858.31,1067.99,199.02
2025-02-23,m6,floral,1020.08,480.18,143.16
2025-02-23,m6,hba,2718.9,1044.3,185.0
2025-02-24,m1,produce,4619.22,1647.53,547.58
2025-02-24,m1,meat,3722.75,1068.4,414.8
2025-02-24,m1,seafood,1021.66,312.21,124.67
2025-02-24,m1,deli,2813.36,1228.2,523.95
2025-02-24,m1,bakery,1948.78,983.5,307.32
2025-02-24,m1,grocery,12460.08,2777.62,764.68
2025-02-24,m1,dairy,3969.7,927.99,199.72
2025-02-24,m1,frozen,2816.76,750.42,136.22
2025-02-24,m1,floral,642.33,302.43,89.1
2025-02-24,m1,hba,2083.41,788.08,148.1
2025-02-24,m2,produce,3971.35,1414.45,470.21
2025-02-24,m2,meat,3394.39,959.21,365.79
2025-02-24,m2,seafood,825.61,247.64,99.34
2025-02-24,m2,deli,2505.25,1149.1,446.78
2025-02-24,m2,bakery,1730.68,861.28,278.63
2025-02-24,m2,grocery,10915.42,2437.17,665.57
2025-02-24,m2,dairy,3292.0,766.51,171.1
2025-02-24,m2,frozen,2178.52,590.26,112.91
2025-02-24,m2,floral,542.13,253.35,74.98
2025-02-24,m2,hba,1866.39,724.83,133.98
2025-02-24,m3,produce,5308.38,1818.26,655.01
2025-02-24,m3,meat,4668.04,1339.44,502.91
2025-02-24,m3,seafood,1163.08,339.63,135.53
2025-02-24,m3,deli,3534.58,1610.03,629.99
2025-02-24,m3,bakery,2212.69,1137.21,350.4
2025-02-24,m3,grocery,14779.37,3283.21,856.52
2025-02-24,m3,dairy,4729.4,1160.29,227.58
2025-02-24,m3,frozen,3055.21,804.07,147.59
2025-02-24,m3,floral,708.72,346.59,96.44
2025-02-24,m3,hba,2362.53,910.88,168.66
2025-02-24,m4,produce,3364.42,1163.38,400.87
2025-02-24,m4,meat,2669.26,760.01,298.2
2025-02-24,m4,seafood,670.87,197.11,82.96
2025-02-24,m4,deli,1960.25,895.4,352.94
2025-02-24,m4,bakery,1344.67,685.75,218.24
2025-02-24,m4,grocery,9150.09,2019.56,563.48
2025-02-24,m4,dairy,2901.52,696.44,147.51
2025-02-24,m4,frozen,1870.71,494.69,97.08
2025-02-24,m4,floral,429.35,212.0,58.31
2025-02-24,m4,hba,1442.43,552.04,98.7
2025-02-24,m5,produce,4335.49,1539.82,522.73
2025-02-24,m5,meat,3808.3,1086.58,417.85
2025-02-24,m5,seafood,912.93,276.21,112.42
2025-02-24,m5,deli,2697.37,1235.91,491.22
2025-02-24,m5,bakery,1860.18,908.24,287.58
2025-02-24,m5,grocery,12091.5,2715.45,698.1
2025-02-24,m5,dairy,3697.06,889.51,178.42
2025-02-24,m5,frozen,2583.19,708.2,127.19
2025-02-24,m5,floral,584.45,282.86,78.76
2025-02-24,m5,hba,1969.14,769.67,138.55
2025-02-24,m6,produce,4979.91,1773.32,575.87
2025-02-24,m6,meat,3994.62,1148.26,422.13
2025-02-24,m6,seafood,1013.49,300.08,120.63
2025-02-24,m6,deli,2990.58,1366.1,548.02
2025-02-24,m6,bakery,2221.22,1124.12,343.95
2025-02-24,m6,grocery,13105.15,2924.9,761.21
2025-02-24,m6,dairy,4305.64,1011.67,216.78
2025-02-24,m6,frozen,2794.31,758.37,143.65
2025-02-24,m6,floral,629.16,295.68,87.82
2025-02-24,m6,hba,2313.66,857.73,164.79
2025-02-25,m1,produce,4449.0,1585.88,540.47
2025-02-25,m1,meat,3582.43,982.68,408.68
2025-02-25,m1,seafood,980.87,298.3,119.13
2025-02-25,m1,deli,2808.85,1251.96,517.14
2025-02-25,m1,bakery,1806.57,895.72,297.28
2025-02-25,m1,grocery,11548.48,2600.22,708.11
2025-02-25,m1,dairy,3631.0,856.21,183.15
2025-02-25,m1,frozen,2363.66,624.88,119.39
2025-02-25,m1,floral,550.7,269.17,74.89
2025-02-25,m1,hba,2031.1,774.0,147.51
2025-02-25,m2,produce,3744.15,1277.99,434.71
2025-02-25,m2,meat,2910.11,836.05,311.44
2025-02-25,m2,seafood,814.08,242.22,94.48
2025-02-25,m2,deli,2215.61,1013.29,391.09
2025-02-25,m2,bakery,1556.54,766.88,256.55
2025-02-25,m2,grocery,10033.06,2159.66,583.87
2025-02-25,m2,dairy,3142.88,733.45,161.66
2025-02-25,m2,frozen,2077.5,572.94,107.34
2025-02-25,m2,floral,450.84,214.67,64.86
2025-02-25,m2,hba,1740.01,656.19,123.58
2025-02-25,m3,produce,4929.88,1700.9,609.36
2025-02-25,m3,meat,4085.19,1152.13,454.54
2025-02-25,m3,seafood,1153.31,340.69,141.95
2025-02-25,m3,deli,2944.55,1353.12,521.14
2025-02-25,m3,bakery,2039.38,1013.53,315.15
2025-02-25,m3,grocery,13223.67,2902.62,767.62
2025-02-25,m3,dairy,4208.69,1018.72,217.17
2025-02-25,m3,frozen,2828.88,744.82,144.07
2025-02-25,m3,floral,659.91,324.79,94.37
2025-02-25,m3,hba,2184.63,821.63,150.69
2025-02-25,m4,produce,3147.9,1100.86,383.86
2025-02-25,m4,meat,2436.25,673.08,258.09
2025-02-25,m4,seafood,661.89,198.21,80.32
2025-02-25,m4,deli,1851.2,809.61,335.91
2025-02-25,m4,bakery,1269.9,651.58,200.93
2025-02-25,m4,grocery,8083.29,1775.49,467.7
2025-02-25,m4,dairy,2665.19,657.02,135.22
2025-02-25,m4,frozen,1688.23,459.53,81.6
2025-02-25,m4,floral,368.98,176.1,50.82
2025-02-25,m4,hba,1400.07,543.88,98.2
2025-02-25,m5,produce,4139.14,1427.79,509.83
2025-02-25,m5,meat,3179.14,911.61,345.29
2025-02-25,m5,seafood,953.86,280.4,113.08
2025-02-25,m5,deli,2537.65,1140.26,463.68
2025-02-25,m5,bakery,1685.14,852.51,266.49
2025-02-25,m5,grocery,11260.49,2460.83,649.14
2025-02-25,m5,dairy,3587.4,865.99,173.31
2025-02-25,m5,frozen,2384.54,648.33,117.55
2025-02-25,m5,floral,548.75,270.34,78.32
2025-02-25,m5,hba,1904.66,715.8,129.6
2025-02-25,m6,produce,4479.92,1534.81,553.26
